                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 2.1444,                  1.874,                 1.1353,                0.22348,                0.28693,                0.20597,                0.04736,                 2.8203,                 1.9908,                 1.2477,              0.0010753,              0.0010753,              0.0010753
                     17,                 2.1302,                  1.848,                 1.1153,                0.22329,                0.32372,                0.20036,                0.06083,                 2.6083,                 1.9264,                 1.1744,              0.0010517,              0.0010517,              0.0010517
                     18,                 2.1202,                 1.8739,                 1.1007,                0.48258,                0.27502,                0.31829,                0.09343,                 2.4475,                 2.0005,                 1.1203,              0.0010282,              0.0010282,              0.0010282
                     19,                 2.0911,                 1.6362,                 1.1051,                0.46975,                0.29501,                0.33722,                0.10688,                 2.4582,                 1.7957,                 1.1112,              0.0010046,              0.0010046,              0.0010046
                     20,                 2.0949,                 1.7319,                 1.0799,                0.71616,                0.24566,                0.24841,                0.05286,                  2.738,                 1.9899,                 1.1906,             0.00098101,             0.00098101,             0.00098101
                     21,                  2.069,                 1.7641,                 1.1116,                0.42724,                0.29077,                0.28583,                0.07386,                 2.5728,                 1.7602,                 1.1652,             0.00095743,             0.00095743,             0.00095743
                     22,                 2.0883,                 1.9929,                 1.0538,                0.42499,                0.32228,                0.28074,                0.12038,                 2.3152,                 1.7234,                 1.0978,             0.00093385,             0.00093385,             0.00093385
                     23,                 2.0875,                  1.848,                 1.1194,                0.35153,                0.24481,                0.24189,                0.06823,                 2.5943,                  3.161,                 1.1438,             0.00091027,             0.00091027,             0.00091027
                     24,                 2.0361,                 1.7123,                 1.0936,                0.32653,                0.31779,                0.29511,                0.08545,                 2.5269,                 1.8629,                 1.1293,             0.00088669,             0.00088669,             0.00088669
                     25,                 2.0372,                 1.6067,                 1.0992,                0.34775,                0.30934,                0.25419,                0.05336,                 2.8528,                 1.9913,                  1.212,             0.00086312,             0.00086312,             0.00086312
                     26,                 2.0745,                 1.6183,                 1.0706,                0.48814,                 0.2997,                0.35475,                0.09317,                 2.4552,                  1.725,                 1.1147,             0.00083954,             0.00083954,             0.00083954
                     27,                 1.9799,                 1.7578,                 1.0886,                0.46528,                0.37437,                0.36493,                0.08321,                 2.6259,                 1.9667,                 1.1446,             0.00081596,             0.00081596,             0.00081596
                     28,                 1.9977,                 1.5231,                 1.0681,                0.45608,                0.39989,                0.41258,                0.12736,                 2.3633,                 1.6226,                 1.0859,             0.00079238,             0.00079238,             0.00079238
                     29,                 1.9191,                 1.5326,                 1.0492,                0.44362,                0.41968,                0.40349,                0.11201,                 2.5421,                 1.7069,                 1.1122,              0.0007688,              0.0007688,              0.0007688
                     30,                 1.9298,                 1.5711,                 1.0499,                0.58977,                0.31625,                0.39534,                0.13235,                 2.3719,                   1.63,                 1.0801,             0.00074522,             0.00074522,             0.00074522
                     31,                  1.962,                 1.5171,                 1.0375,                0.54401,                0.30971,                0.37179,                0.10961,                 2.5957,                 1.7618,                 1.1483,             0.00072164,             0.00072164,             0.00072164
                     32,                 1.9633,                 1.4662,                 1.0384,                0.51818,                0.30722,                0.32477,                0.09159,                 2.6324,                 1.7503,                  1.173,             0.00069807,             0.00069807,             0.00069807
                     33,                 1.9419,                 1.5261,                 1.0906,                0.40709,                0.33608,                0.30487,                0.11354,                  2.341,                  1.712,                 1.0781,             0.00067449,             0.00067449,             0.00067449
                     34,                 1.9126,                 1.5032,                 1.0341,                 0.4064,                0.41423,                0.36156,                0.12005,                 2.3016,                 1.6794,                  1.068,             0.00065091,             0.00065091,             0.00065091
                     35,                  1.869,                 1.5019,                 1.0403,                0.46816,                0.34151,                0.33813,                0.10179,                 2.4939,                 1.6933,                 1.1023,             0.00062733,             0.00062733,             0.00062733
                     36,                 1.9021,                 1.4464,                 1.0378,                0.48404,                0.34603,                0.38447,                0.12264,                 2.4962,                 1.6738,                 1.1095,             0.00060375,             0.00060375,             0.00060375
                     37,                 1.9049,                 1.4727,                 1.0479,                0.51095,                0.31938,                0.36263,                0.11088,                 2.4342,                 1.7454,                 1.0798,             0.00058017,             0.00058017,             0.00058017
                     38,                 1.8683,                 1.3707,                 1.0423,                0.45314,                0.34603,                0.32767,                0.10327,                  2.513,                 1.7668,                 1.0983,              0.0005566,              0.0005566,              0.0005566
                     39,                 1.8548,                 1.3843,                 1.0396,                 0.5306,                0.34859,                0.35922,                0.11562,                 2.4228,                 1.7425,                 1.0902,             0.00053302,             0.00053302,             0.00053302
                     40,                 1.8857,                 1.3508,                 1.0258,                 0.4923,                0.31516,                0.35384,                0.12081,                 2.3675,                 1.6028,                 1.0677,             0.00050944,             0.00050944,             0.00050944
                     41,                 1.8945,                 1.3048,                 1.0281,                0.44882,                0.38366,                0.38908,                0.13913,                 2.2492,                 1.5776,                 1.0544,             0.00048586,             0.00048586,             0.00048586
                     42,                 1.8336,                 1.3823,                 1.0328,                0.47999,                0.39773,                0.39094,                0.12335,                 2.3376,                 1.5656,                 1.0667,             0.00046228,             0.00046228,             0.00046228
                     43,                 1.7978,                 1.2819,                 1.0104,                0.53396,                0.39207,                0.44458,                0.14394,                 2.2492,                 1.5434,                 1.0472,              0.0004387,              0.0004387,              0.0004387
                     44,                 1.8076,                 1.3729,                 1.0219,                0.54953,                0.43502,                0.45025,                0.14548,                 2.3584,                 1.6265,                 1.0725,             0.00041512,             0.00041512,             0.00041512
                     45,                 1.8076,                 1.3414,                 1.0516,                0.56269,                0.39816,                 0.4418,                0.15388,                 2.2455,                 1.5781,                 1.0452,             0.00039155,             0.00039155,             0.00039155
                     46,                 1.8375,                 1.3049,                 1.0406,                0.50736,                0.47422,                  0.437,                0.15836,                 2.2727,                 1.5777,                 1.0524,             0.00036797,             0.00036797,             0.00036797
                     47,                 1.8215,                 1.3199,                 1.0288,                0.51039,                0.41328,                0.42934,                0.17109,                 2.2796,                  1.553,                 1.0597,             0.00034439,             0.00034439,             0.00034439
                     48,                 1.7464,                 1.2664,                 1.0102,                0.52603,                0.36381,                0.41453,                0.15126,                 2.2478,                  1.591,                 1.0473,             0.00032081,             0.00032081,             0.00032081
                     49,                  1.708,                 1.2365,                 1.0132,                0.58107,                0.41571,                0.44986,                0.14958,                 2.2786,                 1.5333,                 1.0378,             0.00029723,             0.00029723,             0.00029723
                     50,                 1.8236,                 1.2654,                 1.0196,                0.50124,                0.42379,                0.44594,                 0.1525,                  2.279,                 1.5134,                 1.0303,             0.00027365,             0.00027365,             0.00027365
                     51,                 1.7665,                 1.3352,                 1.0405,                0.66512,                0.39954,                0.46596,                0.15835,                 2.2784,                 1.5192,                  1.039,             0.00025007,             0.00025007,             0.00025007
                     52,                 1.6874,                 1.3178,                 0.9772,                0.50941,                0.40106,                 0.3867,                0.12026,                 2.3068,                 1.5314,                 1.0499,              0.0002265,              0.0002265,              0.0002265
                     53,                 1.7445,                 1.2317,                 1.0239,                0.53821,                0.38496,                0.40032,                0.11998,                 2.3531,                 1.5586,                 1.0618,             0.00020292,             0.00020292,             0.00020292
                     54,                 1.6601,                 1.1371,                 1.0027,                0.48039,                0.40972,                 0.4191,                0.16056,                 2.1908,                 1.5206,                 1.0271,             0.00017934,             0.00017934,             0.00017934
                     55,                  1.726,                 1.2608,                 1.0175,                 0.5036,                0.41648,                0.39934,                0.15013,                 2.2637,                 1.5486,                 1.0434,             0.00015576,             0.00015576,             0.00015576
                     56,                 1.6852,                 1.1693,                  1.009,                0.52522,                0.39678,                0.38598,                0.13318,                 2.3437,                 1.5665,                 1.0618,             0.00013218,             0.00013218,             0.00013218
                     57,                  1.713,                  1.165,                 1.0227,                0.52319,                0.39751,                0.40594,                0.14291,                 2.2876,                 1.5439,                 1.0482,              0.0001086,              0.0001086,              0.0001086
                     58,                  1.623,                 1.1244,                0.98882,                0.47022,                0.41734,                0.41729,                0.13784,                 2.3292,                  1.526,                 1.0574,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     59,                  1.671,                 1.1237,                 1.0244,                0.51691,                 0.3885,                0.42194,                0.13295,                 2.3554,                 1.5526,                 1.0638,             6.1447e-05,             6.1447e-05,             6.1447e-05
                     60,                 1.7234,                 1.1555,                 1.0422,                0.46737,                  0.433,                0.43217,                0.14134,                 2.3655,                 1.5589,                 1.0694,             3.7869e-05,             3.7869e-05,             3.7869e-05
